year,name,sex,n
1880,Margaretta,F,5
1880,Margarette,F,9
1880,Margarita,F,5
1880,Margery,F,8
1880,Margie,F,31
1880,Margret,F,24
1880,Marguerite,F,48
1880,Maria,F,125
1880,Mariah,F,22
1880,Marian,F,56
1880,Marie,F,471
1880,Marietta,F,21
1880,Marion,F,115
1880,Marion,M,189
1880,Marjorie,F,16
1880,Mark,M,85
1880,Marquis,M,8
1880,Marshal,M,8
1880,Marshall,M,78
1880,Mart,M,8
1880,Martha,F,1040
1880,Martin,M,357
1880,Martina,F,6
1880,Marvin,M,69
1880,Mary,F,7065
1880,Mary,M,27
1880,Maryann,F,6
1880,Mason,M,22
1880,Mathew,M,60
1880,Mathias,M,12
1880,Mathilda,F,72
1880,Mathilde,F,11
1880,Matilda,F,210
1880,Matt,M,41
1880,Matthew,M,113
1880,Matthias,M,5
1880,Mattie,F,704
1880,Mattie,M,5
1880,Maud,F,345
1880,Maude,F,859
1880,Maudie,F,9
1880,Maurice,M,93
1880,Max,M,52
1880,Maxwell,M,9
1880,May,F,462
1880,Maybelle,F,16
1880,Maye,F,9
1880,Mayme,F,124
1880,Maymie,F,7
1880,Maynard,M,12
1880,Mazie,F,11
1880,Meda,F,19
1880,Melinda,F,14
1880,Melissa,F,33
1880,Mellie,F,16
1880,Melva,F,6
1880,Melville,M,17
1880,Melvin,M,103
1880,Melvina,F,21
1880,Mena,F,6
1880,Mercedes,F,6
1880,Merida,M,5
1880,Merle,F,6
1880,Merle,M,17
1880,Merrill,M,13
1880,Merritt,M,18
1880,Mertie,F,18
1880,Merton,M,27
1880,Mervin,M,6
1880,Meta,F,37
1880,Metta,F,15
1880,Mettie,F,13
1880,Michael,M,354
1880,Micheal,M,20
1880,Michel,M,6
1880,Mignon,F,5
1880,Miguel,M,12
1880,Mike,M,95
1880,Mildred,F,132
1880,Miles,M,54
1880,Milford,M,6
1880,Millard,M,56
1880,Miller,M,7
1880,Millicent,F,8
1880,Millie,F,105
1880,Milo,M,26
1880,Milton,M,149
1880,Mina,F,73
1880,Minda,F,6
1880,Minerva,F,63
1880,Minna,F,17
1880,Minnie,F,1746
1880,Minnie,M,9
1880,Minor,M,21
1880,Minta,F,25
1880,Miriam,F,28
1880,Missouri,F,23
1880,Mitchel,M,6
1880,Mitchell,M,32
1880,Mittie,F,53
1880,Mollie,F,283
1880,Molly,F,18
1880,Mona,F,14
1880,Monica,F,6
1880,Monroe,M,53
1880,Montgomery,M,5
1880,Morgan,M,33
1880,Morris,M,77
1880,Mortimer,M,12
1880,Morton,M,16
1880,Mose,M,52
1880,Moses,M,111
1880,Mozella,F,5
1880,Muriel,F,7
1880,Murray,M,17
1880,Myra,F,83
1880,Myron,M,42
1880,Myrtie,F,45
1880,Myrtle,F,615
1880,Myrtle,M,5
1880,Nan,F,16
1880,Nancy,F,410
1880,Nannie,F,248
1880,Naomi,F,32
1880,Napoleon,M,31
1880,Nat,M,14
1880,Natalie,F,5
1880,Nate,M,5
1880,Nathan,M,114
1880,Nathanial,M,5
1880,Nathaniel,M,60
1880,Neal,M,43
1880,Ned,M,33
1880,Neil,M,24
1880,Nelia,F,5
1880,Nell,F,77
1880,Nella,F,10
1880,Nelle,F,65
1880,Nellie,F,995
1880,Nellie,M,6
1880,Nels,M,12
1880,Nelson,M,99
1880,Nena,F,8
1880,Netta,F,6
1880,Nettie,F,403
1880,Neva,F,18
1880,Nevada,F,12
1880,Newton,M,70
1880,Nicholas,M,73
1880,Nick,M,40
1880,Nina,F,119
1880,Noah,M,103
1880,Noble,M,6
1880,Noel,M,10
1880,Nola,F,23
1880,Nona,F,31
1880,Nonie,F,6
1880,Nora,F,471
1880,Nora,M,5
1880,Norah,F,9
1880,Norma,F,32
1880,Norman,M,102
1880,Norris,M,12
1880,Norval,M,5
1880,Nova,M,5
1880,Obed,M,6
1880,Obie,M,9
1880,Ocie,F,8
1880,Octavia,F,27
1880,Oda,F,9
1880,Oda,M,6
1880,Odelia,F,6
1880,Odessa,F,14
1880,Odie,M,8
1880,Ola,F,67
1880,Olaf,M,11
1880,Ole,M,29
1880,Olen,M,8
1880,Olga,F,50
1880,Olin,M,11
1880,Olive,F,224
1880,Oliver,M,234
1880,Olivia,F,44
1880,Ollie,F,183
1880,Ollie,M,63
1880,Oma,F,18
1880,Omar,M,14
1880,Omer,M,29
1880,Omie,F,5
1880,Ona,F,21
1880,Onie,F,7
1880,Opal,F,5
1880,Ophelia,F,44
1880,Ora,F,149
1880,Ora,M,64
1880,Oral,M,8
1880,Oran,M,14
1880,Oren,M,13
1880,Orie,M,10
1880,Orin,M,20
1880,Orion,M,5
1880,Orla,M,5
1880,Orlando,M,16
1880,Orpha,F,29
1880,Orrin,M,9
1880,Orson,M,7
1880,Orval,M,22
1880,Orville,M,49
1880,Osborne,M,7
1880,Oscar,M,544
1880,Osie,F,8
1880,Ossie,F,5
1880,Ossie,M,9
1880,Oswald,M,9
1880,Otelia,F,7
1880,Otha,M,8
1880,Otho,M,18
1880,Otis,M,88
1880,Ottie,F,5
1880,Ottilie,F,6
1880,Ottis,M,6
1880,Otto,M,271
1880,Owen,M,78
1880,Pablo,M,11
1880,Palmer,M,10
1880,Pansy,F,8
1880,Paralee,F,7
1880,Park,M,9
1880,Parker,M,14
1880,Parthenia,F,5
1880,Pat,M,12
1880,Patience,F,7
1880,Patrick,M,248
1880,Patsy,F,15
1880,Pattie,F,22
1880,Patty,F,9
1880,Paul,M,301
1880,Paula,F,9
1880,Paulina,F,10
1880,Pauline,F,144
1880,Payton,M,5
1880,Pearl,F,569
1880,Pearl,M,62
1880,Pearle,F,20
1880,Pearlie,F,16
1880,Pedro,M,31
1880,Peggy,F,13
1880,Penelope,F,5
1880,Percival,M,7
1880,Percy,M,94
1880,Perley,M,18
1880,Perry,M,134
1880,Pete,M,50
1880,Peter,M,496
1880,Phebe,F,15
1880,Phil,M,12
1880,Philip,M,186
1880,Phillip,M,75
1880,Philomena,F,10
1880,Phineas,M,5
1880,Phoebe,F,50
1880,Phyllis,F,6
1880,Pierce,M,16
1880,Pierre,M,13
1880,Pink,M,30
1880,Pinkie,F,21
1880,Pollie,F,5
1880,Polly,F,41
1880,Porter,M,38
1880,Presley,M,5
1880,Preston,M,47
1880,Price,M,8
1880,Prince,M,16
1880,Priscilla,F,26
1880,Prudence,F,17
1880,Queen,F,17
1880,Queenie,F,11
1880,Quincy,M,8
1880,Rachael,F,12
1880,Rachel,F,166
1880,Rae,F,10
1880,Rafael,M,7
1880,Rafe,M,6
1880,Raleigh,M,14
1880,Ralph,M,317
1880,Ramon,M,9
1880,Randall,M,8
1880,Randolph,M,19
1880,Ransom,M,5
1880,Raoul,M,7
1880,Ray,F,8
1880,Ray,M,142
1880,Raymond,M,165
1880,Reba,F,13
1880,Rebecca,F,236
1880,Reece,M,5
1880,Reese,M,6
1880,Regina,F,36
1880,Reginald,M,14
1880,Rella,F,7
1880,Rena,F,74
1880,Rene,M,5
1880,Rennie,F,5
1880,Reta,F,5
1880,Retta,F,25
1880,Reuben,M,92
1880,Rex,M,13
1880,Rhoda,F,73
1880,Rich,M,8
1880,Richard,M,728
1880,Richmond,M,8
1880,Riley,M,41
1880,Rilla,F,17
1880,Rita,F,19
1880,Robbie,F,6
1880,Robert,F,12
1880,Robert,M,2415
1880,Roberta,F,34
1880,Roderick,M,7
1880,Rodney,M,13
1880,Roger,M,25
1880,Roland,M,36
1880,Rolla,M,18
1880,Rolland,M,11
1880,Rollie,M,16
1880,Rollin,M,16
1880,Romeo,M,8
1880,Rosa,F,507
1880,Rosalee,F,5
1880,Rosalia,F,9
1880,Rosalie,F,39
1880,Rosanna,F,7
1880,Roscoe,M,90
1880,Rose,F,700
1880,Rose,M,7
1880,Roseanna,F,5
1880,Rosella,F,25
1880,Rosetta,F,46
1880,Rosia,F,8
1880,Rosie,F,106
1880,Rosina,F,11
1880,Ross,M,69
1880,Roswell,M,5
1880,Rowena,F,8
1880,Rowland,M,5
1880,Roxanna,F,9
1880,Roxie,F,62
1880,Roy,M,440
1880,Royal,M,26
1880,Ruben,M,30
1880,Rubin,M,14
1880,Ruby,F,92
1880,Ruby,M,6
1880,Rudolph,M,54
1880,Rufus,M,163
1880,Rupert,M,6
1880,Rush,M,12
1880,Russel,M,8
1880,Russell,M,62
1880,Ruth,F,234
1880,Ruthie,F,5
1880,Sabina,F,6
1880,Sabra,F,5
1880,Sada,F,6
1880,Sadie,F,317
1880,Sallie,F,404
1880,Sally,F,80
1880,Salome,F,11
1880,Salomon,M,6
1880,Sam,M,457
1880,Samantha,F,21
1880,Sammie,F,6
1880,Sammie,M,6
1880,Sampson,M,5
1880,Samual,M,5
1880,Samuel,M,1024
1880,Sanders,M,6
1880,Sandy,M,18
1880,Sanford,M,30
1880,Santiago,M,12
1880,Santos,M,5
1880,Sara,F,165
1880,Sarah,F,1288
1880,Saul,M,15
1880,Savannah,F,17
1880,Schuyler,M,5
1880,Scott,M,60
1880,Selena,F,5
1880,Selina,F,10
1880,Selma,F,36
1880,Sena,F,10
1880,Serena,F,13
1880,Seth,M,25
1880,Seymour,M,14
1880,Shade,M,8
1880,Shelby,M,8
1880,Shelton,M,7
1880,Sherman,M,54
1880,Shirley,F,8
1880,Shirley,M,10
1880,Sibyl,F,5
1880,Sid,M,7
1880,Sidney,F,16
1880,Sidney,M,142
1880,Silas,M,98
1880,Sim,M,16
1880,Simeon,M,23
1880,Simon,M,88
1880,Sina,F,12
1880,Smith,M,15
1880,Sol,M,12
1880,Soloman,M,6
1880,Solomon,M,62
1880,Solon,M,8
1880,Sophia,F,138
1880,Sophie,F,83
1880,Sophronia,F,15
1880,Spencer,M,35
1880,Spurgeon,M,5
1880,Stacy,M,6
1880,Stanford,M,6
1880,Stanley,M,65
1880,Stanton,M,6
1880,Starling,M,5
1880,Stella,F,414
1880,Stephen,M,176
1880,Sterling,M,17
1880,Steve,M,52
1880,Steven,M,17
1880,Stewart,M,19
1880,Stuart,M,16
1880,Sudie,F,27
1880,Sue,F,65
1880,Sula,F,9
1880,Sumner,M,10
1880,Susan,F,286
1880,Susanna,F,21
1880,Susie,F,361
1880,Suzanne,F,6
1880,Sydney,M,12
1880,Sylvester,M,89
1880,Sylvia,F,81
1880,Tabitha,F,8
1880,Taylor,M,37
1880,Ted,M,13
1880,Tempie,F,5
1880,Tena,F,19
1880,Tennessee,F,5
1880,Tennie,F,26
1880,Teresa,F,50
1880,Teressa,F,5
1880,Terry,M,10
1880,Tessie,F,17
1880,Thad,M,6
1880,Thaddeus,M,12
1880,Thea,F,6
1880,Theadore,M,5
1880,Theda,F,5
1880,Thelma,F,5
1880,Theo,F,7
1880,Theo,M,9
1880,Theodora,F,11
1880,Theodore,M,232
1880,Theodosia,F,10
1880,Theresa,F,153
1880,Therese,F,11
1880,Theron,M,7
1880,Thomas,F,8
1880,Thomas,M,2534
1880,Thornton,M,12
1880,Thurman,M,8
1880,Tilda,F,7
1880,Tilden,M,8
1880,Tillie,F,83
1880,Tillman,M,9
1880,Tim,M,12
1880,Timothy,M,70
1880,Tina,F,17
1880,Titus,M,6
1880,Tobias,M,7
1880,Tom,M,399
1880,Tomas,M,18
1880,Tommie,F,10
1880,Tommie,M,15
1880,Tommy,M,5
1880,Toney,M,7
1880,Tony,M,42
1880,Tracy,M,6
1880,Travis,M,12
1880,Tressa,F,7
1880,Tressie,F,6
1880,Troy,M,8
1880,Truman,M,12
1880,Turner,M,11
1880,Tyler,M,7
1880,Ula,F,5
1880,Ulysses,M,29
1880,Una,F,10
1880,Unknown,M,5
1880,Urban,M,10
1880,Uriah,M,10
1880,Vada,F,9
1880,Valentine,M,10
1880,Vallie,F,6
1880,Van,M,33
1880,Vance,M,7
1880,Vann,M,5
1880,Vannie,F,5
1880,Velma,F,16
1880,Vena,F,11
1880,Vera,F,48
1880,Verdie,F,8
1880,Vern,M,19
1880,Verna,F,46
1880,Verne,M,11
1880,Vernie,F,10
1880,Vernie,M,6
1880,Vernon,M,56
1880,Verona,F,5
1880,Veronica,F,14
1880,Vertie,F,5
1880,Vesta,F,20
1880,Victor,M,100
1880,Victoria,F,93
1880,Vida,F,13
1880,Vina,F,35
1880,Vincent,M,41
1880,Vinnie,F,20
1880,Viola,F,229
1880,Violet,F,42
1880,Virgie,F,41
1880,Virgil,M,81
1880,Virginia,F,213
1880,Viva,F,7
1880,Vivian,F,22
1880,Vivian,M,7
1880,Wade,M,56
1880,Waldo,M,10
1880,Walker,M,29
1880,Wallace,M,91
1880,Walter,F,8
1880,Walter,M,1755
1880,Walton,M,7
1880,Wanda,F,11
1880,Ward,M,30
1880,Warner,M,10
1880,Warren,M,158
1880,Wash,M,21
1880,Washington,M,24
1880,Watson,M,12
1880,Wayne,M,23
1880,Webb,M,12
1880,Webster,M,13
1880,Wellington,M,12
1880,Wendell,M,6
1880,Wes,M,5
1880,Wesley,M,123
1880,West,M,13
1880,Wheeler,M,13
1880,Wilber,M,23
1880,Wilbert,M,29
1880,Wilbur,M,82
1880,Wilburn,M,16
1880,Wilda,F,11
1880,Wiley,M,78
1880,Wilford,M,18
1880,Wilfred,M,21
1880,Wilhelm,M,6
1880,Wilhelmina,F,36
1880,Will,M,588
1880,Willa,F,12
1880,Willam,M,13
1880,Willard,M,88
1880,William,F,30
1880,William,M,9532
1880,Williams,M,11
1880,Willian,M,6
1880,Willie,F,192
1880,Willie,M,476
1880,Willis,M,166
1880,Wilma,F,5
1880,Wilmer,M,19
1880,Wilson,M,72
1880,Wilton,M,7
1880,Winfield,M,108
1880,Winfred,M,12
1880,Winifred,F,92
1880,Winnie,F,49
1880,Winnifred,F,9
1880,Winona,F,6
1880,Winston,M,5
1880,Wm,M,14
1880,Woodie,M,5
1880,Woodson,M,8
1880,Worth,M,8
1880,Wright,M,5
1880,Wyatt,M,15
1880,Wylie,M,12
1880,Yetta,F,7
1880,Young,M,14
1880,Zachariah,M,5
1880,Zack,M,19
1880,Zada,F,13
1880,Zeb,M,10
1880,Zeke,M,6
1880,Zelda,F,6
1880,Zella,F,31
1880,Zelma,F,19
1880,Zena,F,7
1880,Zetta,F,8
1880,Zoe,F,23
1880,Zola,F,7
1880,Zona,F,8
1880,Zora,F,28
1880,Zula,F,27
1881,Aaron,M,94
1881,Abbie,F,81
1881,Abby,F,7
1881,Abe,M,36
1881,Abel,M,12
1881,Abigail,F,8
1881,Abner,M,30
1881,Abraham,M,86
1881,Abram,M,30
1881,Acie,M,6
1881,Ada,F,628
1881,Adah,F,29
1881,Adaline,F,18
1881,Adam,M,116
1881,Addie,F,287
1881,Addie,M,7
1881,Addison,M,17
1881,Adela,F,7
1881,Adelaide,F,62
1881,Adelbert,M,14
1881,Adele,F,43
1881,Adelia,F,21
1881,Adeline,F,58
1881,Adell,F,14
1881,Adella,F,16
1881,Adolph,M,90
1881,Adolphus,M,21
1881,Adrian,M,12
1881,Adrien,M,5
1881,Agatha,F,10
1881,Aggie,F,5
1881,Agnes,F,424
1881,Aida,F,6
1881,Aimee,F,11
1881,Al,M,19
1881,Alba,F,5
1881,Albert,M,1319
1881,Alberta,F,64
1881,Albertine,F,6
1881,Albin,M,5
1881,Albina,F,15
1881,Alda,F,11
1881,Alden,M,6
1881,Alec,M,7
1881,Aletha,F,5
1881,Alex,M,114
1881,Alexander,M,209
1881,Alf,M,5
1881,Alfonso,M,6
1881,Alford,M,17
1881,Alfred,M,466
1881,Alfreda,F,7
1881,Alice,F,1308
1881,Alice,M,7
1881,Alicia,F,7
1881,Alida,F,16
1881,Aline,F,11
1881,Alla,F,7
1881,Allan,M,18
1881,Allen,M,172
1881,Allene,F,6
1881,Allie,F,98
1881,Allie,M,21
1881,Allison,M,9
1881,Alma,F,293
1881,Alma,M,14
1881,Almeda,F,22
1881,Almira,F,10
1881,Almon,M,15
1881,Alois,M,6
1881,Alonza,M,10
1881,Alonzo,M,111
1881,Aloysius,M,8
1881,Alpha,F,27
1881,Alpha,M,9
1881,Alphonse,M,12
1881,Alphonso,M,7
1881,Alta,F,114
1881,Altha,F,11
1881,Althea,F,8
1881,Alton,M,11
1881,Alva,F,13
1881,Alva,M,70
1881,Alvah,M,6
1881,Alvena,F,5
1881,Alverta,F,5
1881,Alvie,M,6
1881,Alvin,M,105
1881,Alvina,F,29
1881,Alvis,M,7
1881,Amalia,F,11
1881,Amanda,F,263
1881,Amber,F,5
1881,Ambrose,M,43
1881,Amelia,F,235
1881,America,F,11
1881,Amie,F,9
1881,Ammon,M,7
1881,Amos,M,102
1881,Amy,F,145
1881,Ana,F,9
1881,Anastasia,F,11
1881,Anderson,M,40
1881,Andrea,F,5
1881,Andres,M,6
1881,Andrew,F,5
1881,Andrew,M,588
1881,Andy,M,58
1881,Angela,F,9
1881,Angelina,F,8
1881,Angeline,F,21
1881,Angelo,M,5
1881,Angie,F,44
1881,Angus,M,9
1881,Anita,F,23
1881,Ann,F,130
1881,Anna,F,2698
1881,Anna,M,16
1881,Annabel,F,6
1881,Annabelle,F,13
1881,Anne,F,131
1881,Anner,F,8
1881,Annetta,F,11
1881,Annette,F,26
1881,Annie,F,1326
1881,Annie,M,5
1881,Annis,F,5
1881,Anson,M,9
1881,Anthony,M,128
1881,Antoinette,F,29
1881,Anton,M,57
1881,Antone,M,5
1881,Antonia,F,13
1881,Antonio,M,26
1881,Ara,F,8
1881,Arabella,F,7
1881,Arch,M,43
1881,Archer,M,8
1881,Archibald,M,27
1881,Archie,M,125
1881,Ardella,F,7
1881,Arden,M,5
1881,Arizona,F,6
1881,Arlington,M,5
1881,Arminda,F,7
1881,Arnold,M,29
1881,Aron,M,14
1881,Arrie,F,10
1881,Art,M,17
1881,Arther,M,18
1881,Arthur,M,1575
1881,Artie,F,22
1881,Artie,M,10
1881,Arvilla,F,15
1881,Asa,M,65
1881,Asher,M,6
1881,Ashley,M,6
1881,Ashton,M,6
1881,Atticus,M,5
1881,Aubrey,M,15
1881,Audie,F,7
1881,Audrey,F,11
1881,August,M,172
1881,Augusta,F,157
1881,Augustin,M,5
1881,Augustine,M,6
1881,Augustus,M,51
1881,Aura,F,10
1881,Aurelia,F,15
1881,Aurora,F,6
1881,Austin,M,66
1881,Auther,M,7
1881,Author,M,5
1881,Authur,M,5
1881,Ava,F,18
1881,Avery,M,25
1881,Avis,F,5
1881,Axel,M,14
1881,Bailey,M,8
1881,Ballard,M,7
1881,Barbara,F,130
1881,Barney,M,40
1881,Bart,M,11
1881,Bartholomew,M,8
1881,Barton,M,7
1881,Basil,M,9
1881,Baxter,M,6
1881,Beatrice,F,87
1881,Becky,F,9
1881,Bedford,M,5
1881,Bee,M,10
1881,Bell,F,29
1881,Bella,F,24
1881,Belle,F,219
1881,Belton,M,5
1881,Belva,F,6
1881,Ben,M,289
1881,Benjaman,M,10
1881,Benjamin,M,481
1881,Benjamine,M,17
1881,Benjiman,M,21
1881,Bennett,M,14
1881,Bennie,F,9
1881,Bennie,M,32
1881,Benton,M,11
1881,Berdie,F,8
1881,Bernadette,F,5
1881,Bernard,M,130
1881,Bernhard,M,6
1881,Bernice,F,48
1881,Berry,M,22
1881,Bert,M,312
1881,Berta,F,14
1881,Bertha,F,1324
1881,Bertha,M,5
1881,Bertie,F,68
1881,Bertie,M,9
1881,Berton,M,9
1881,Bertram,M,15
1881,Bertrand,M,6
1881,Beryl,F,8
1881,Bess,F,52
1881,Bessie,F,903
1881,Bessie,M,8
1881,Betsy,F,13
1881,Bettie,F,103
1881,Betty,F,112
1881,Beulah,F,162
1881,Beverly,M,11
1881,Bill,M,42
1881,Billie,M,8
1881,Billy,M,6
1881,Bina,F,5
1881,Birdie,F,84
1881,Bishop,M,8
1881,Blaine,M,6
1881,Blair,M,5
1881,Blanch,F,27
1881,Blanche,F,456
1881,Bob,M,50
1881,Bonnie,F,25
1881,Boyd,M,24
1881,Bradley,M,10
1881,Bridget,F,34
1881,Brown,M,14
1881,Bruce,M,34
1881,Bruno,M,6
1881,Bryant,M,9
1881,Buck,M,14
1881,Bud,M,38
1881,Buford,M,9
1881,Bula,F,6
1881,Burke,M,6
1881,Burl,M,11
1881,Burley,M,7
1881,Burrell,M,5
1881,Burt,M,37
1881,Burton,M,42
1881,Buster,M,5
1881,Byron,M,40
1881,Caesar,M,5
1881,Cal,M,10
1881,Caleb,M,18
1881,Calla,F,8
1881,Callie,F,104
1881,Callie,M,5
1881,Calvin,M,138
1881,Camilla,F,11
1881,Camille,F,12
1881,Cammie,F,7
1881,Campbell,M,5
1881,Carey,M,8
1881,Carl,M,359
1881,Carlos,M,19
1881,Carlotta,F,8
1881,Carlton,M,16
1881,Carmen,F,7
1881,Carol,F,10
1881,Carolina,F,10
1881,Caroline,F,316
1881,Carolyn,F,60
1881,Carrie,F,958
1881,Carrie,M,6
1881,Carroll,M,22
1881,Carry,F,6
1881,Carson,M,6
1881,Carter,M,12
1881,Cary,M,12
1881,Casimiro,M,6
1881,Casper,M,15
1881,Cass,M,7
1881,Cassie,F,28
1881,Cassius,M,9
1881,Catharine,F,40
1881,Catherine,F,635
1881,Cathrine,F,18
1881,Cecelia,F,51
1881,Cecil,F,16
1881,Cecil,M,35
1881,Cecile,F,24
1881,Cecilia,F,39
1881,Celesta,F,5
1881,Celeste,F,14
1881,Celia,F,107
1881,Celina,F,11
1881,Chalmer,M,7
1881,Champ,M,5
1881,Charity,F,22
1881,Charles,F,17
1881,Charles,M,4636
1881,Charley,M,266
1881,Charlie,F,5
1881,Charlie,M,668
1881,Charlotte,F,227
1881,Chas,M,39
1881,Chauncey,M,26
1881,Cherry,F,5
1881,Chesley,M,7
1881,Chester,M,274
1881,Chloe,F,14
1881,Chloie,F,5
1881,Chris,M,52
1881,Christ,M,21
1881,Christena,F,11
1881,Christian,M,53
1881,Christie,F,5
1881,Christina,F,82
1881,Christine,F,67
1881,Christopher,M,68
1881,Cicero,M,18
1881,Clair,M,9
1881,Claire,F,23
1881,Clara,F,1242
1881,Clara,M,5
1881,Clarance,M,5
1881,Clare,F,20
1881,Clarence,M,668
1881,Claribel,F,8
1881,Clarice,F,8
1881,Clark,M,66
1881,Clarke,M,5
1881,Claud,M,80
1881,Claude,F,9
1881,Claude,M,302
1881,Claudia,F,52
1881,Claudie,F,7
1881,Claudine,F,5
1881,Clay,M,24
1881,Clayton,M,52
1881,Clem,M,18
1881,Clement,M,22
1881,Clementine,F,6
1881,Clemmie,F,8
1881,Cleo,F,23
1881,Cleveland,M,12
1881,Cliff,M,5
1881,Clifford,F,8
1881,Clifford,M,110
1881,Clifton,M,39
1881,Clint,M,18
1881,Clinton,M,87
1881,Cloyd,M,10
1881,Clyde,F,17
1881,Clyde,M,232
1881,Coleman,M,16
1881,Coley,M,5
1881,Colin,M,5
1881,Collie,M,6
1881,Collins,M,8
1881,Colonel,M,14
1881,Columbus,M,51
1881,Connie,F,12
1881,Connie,M,8
1881,Conrad,M,32
1881,Constance,F,14
1881,Conway,M,5
1881,Cora,F,969
1881,Cora,M,7
1881,Coral,F,8
1881,Cordelia,F,49
1881,Cordia,F,7
1881,Cordie,F,11
1881,Corine,F,6
1881,Corinna,F,5
1881,Corinne,F,25
1881,Cornelia,F,66
1881,Cornelious,M,9
1881,Cornelius,M,80
1881,Corrie,F,9
1881,Corrine,F,9
1881,Courtney,F,6
1881,Coy,M,7
1881,Craig,M,5
1881,Crawford,M,12
1881,Curley,M,6
1881,Curt,M,12
1881,Curtis,M,72
1881,Cynthia,F,47
1881,Cyrus,M,40
1881,Daisey,F,6
1881,Daisie,F,10
1881,Daisy,F,562
1881,Dale,M,6
1881,Dallas,M,25
1881,Dalton,M,5
1881,Dan,M,148
1881,Dana,M,9
1881,Danial,M,10
1881,Daniel,M,527
1881,Darwin,M,5
1881,Dave,M,135
1881,David,M,750
1881,Davis,M,13
1881,Dean,M,17
1881,Deborah,F,14
1881,Dee,F,6
1881,Dee,M,32
1881,Delbert,M,27
1881,Delia,F,111
1881,Delila,F,7
1881,Delilah,F,10
1881,Dell,F,12
1881,Dell,M,13
1881,Della,F,428
1881,Delmar,M,5
1881,Delphine,F,9
1881,Dena,F,23
1881,Denis,M,9
1881,Dennie,M,5
1881,Dennis,M,99
1881,Denton,M,7
1881,Dessa,F,7
1881,Dessie,F,42
1881,Dewitt,M,24
1881,Dexter,M,10
1881,Diana,F,7
1881,Dicie,F,7
1881,Dick,M,20
1881,Dillard,M,9
1881,Dixie,F,10
1881,Dixon,M,6
1881,Doc,M,13
1881,Docia,F,14
1881,Dock,M,43
1881,Dollie,F,90
1881,Dolly,F,33
1881,Dolores,F,10
1881,Dolphus,M,5
1881,Dominick,M,6
1881,Don,M,26
1881,Dona,F,24
1881,Donald,M,27
1881,Donia,F,5
1881,Donie,F,6
1881,Donna,F,15
1881,Donnie,F,14
1881,Dora,F,585
1881,Dorcas,F,6
1881,Doris,F,10
1881,Dorothea,F,21
1881,Dorothy,F,109
1881,Dorsey,M,9
1881,Dossie,F,6
1881,Dottie,F,7
1881,Douglas,M,16
1881,Dove,F,7
1881,Dovie,F,31
1881,Drew,M,8
1881,Drucilla,F,7
1881,Dudley,M,30
1881,Duke,M,5
1881,Duncan,M,12
1881,Dwight,M,21
1881,Earl,F,5
1881,Earl,M,314
1881,Earle,M,21
1881,Early,M,12
1881,Earnest,M,92
1881,Easter,F,11
1881,Eber,M,5
1881,Ed,M,272
1881,Eda,F,23
1881,Edd,M,40
1881,Eddie,F,11
1881,Eddie,M,109
1881,Edgar,M,312
1881,Edith,F,778
1881,Edith,M,9
1881,Edmond,M,42
1881,Edmund,M,61
1881,Edna,F,637
1881,Edna,M,5
1881,Edson,M,7
1881,Edward,M,2177
1881,Edwin,M,274
1881,Edwina,F,8
1881,Edyth,F,7
1881,Edythe,F,19
1881,Effie,F,463
1881,Egbert,M,7
1881,Elbert,M,84
1881,Elda,F,6
1881,Elder,M,7
1881,Eldon,M,8
1881,Eldora,F,6
1881,Eldridge,M,9
1881,Eleanor,F,110
1881,Eleanora,F,7
1881,Eleanore,F,5
1881,Elena,F,5
1881,Elenora,F,6
1881,Eli,M,97
1881,Elias,M,41
1881,Elie,M,7
1881,Elihu,M,11
1881,Elijah,M,69
1881,Elinor,F,8
1881,Elisabeth,F,25
1881,Elise,F,22
1881,Elisha,M,29
1881,Eliza,F,238
1881,Elizabeth,F,1852
1881,Elizebeth,F,8
1881,Ella,F,1148
1881,Ellen,F,413
1881,Ellie,F,27
1881,Elliott,M,22
1881,Ellis,M,58
1881,Ellison,M,5
1881,Ellsworth,M,15
1881,Elma,F,41
1881,Elmer,M,388
1881,Elmira,F,17
1881,Elmo,M,9
1881,Elmore,M,5
1881,Elnora,F,47
1881,Elodie,F,5
1881,Eloise,F,14
1881,Elsa,F,25
1881,Elsie,F,344
1881,Elta,F,10
1881,Elton,M,14
1881,Elva,F,51
1881,Elvie,F,9
1881,Elvin,M,20
1881,Elvina,F,9
1881,Elvira,F,38
1881,Elvis,M,8
1881,Elwood,M,29
1881,Ely,M,8
1881,Elza,M,14
1881,Elzie,M,7
1881,Emanuel,M,48
1881,Emelia,F,10
1881,Emelie,F,6
1881,Emeline,F,6
1881,Emerson,M,20
1881,Emery,M,53
1881,Emil,M,145
1881,Emile,M,20
1881,Emilia,F,7
1881,Emilie,F,38
1881,Emily,F,244
1881,Emma,F,2034
1881,Emma,M,9
1881,Emmaline,F,6
1881,Emmer,F,8
1881,Emmet,M,24
1881,Emmett,M,65
1881,Emmie,F,18
1881,Emmitt,M,10
1881,Emory,M,42
1881,Emry,M,5
1881,Ena,F,5
1881,Ennis,M,6
1881,Enoch,M,44
1881,Enos,M,17
1881,Ephraim,M,15
1881,Era,F,9
1881,Eric,M,9
1881,Erma,F,28
1881,Erna,F,5
1881,Ernest,M,571
1881,Ernestine,F,21
1881,Ernst,M,12
1881,Ervin,M,32
